Sat Nov 30 22:22:00 +0000 2019,1200902827377332227,Sat Nov 30 22:22:00 +0000 2019,pode falar que é #BlackFraude MAS PORÉM TODAVIA fini por 2 reais é uma benção divina https://t.co/m55QD4L9GV
Sat Nov 30 22:17:36 +0000 2019,1200901721154883584,Sat Nov 30 22:17:36 +0000 2019,"#BlackFraude não consegui comprar o meu celular 
O preço não mudou nada! Tô PUTO!!!"
Sat Nov 30 22:01:42 +0000 2019,1200897718618640389,Sat Nov 30 22:01:42 +0000 2019,"Liguei no @Itaucard e ninguém sabe explicar pq justamente os itens da promoção foram cancelados na minha compra. E ninguém pode fazer nada. Devolveram meus pontos, mas os produtos mesmo que eu queria vou ficar sem. Tremenda #BlackFraude"
Sat Nov 30 21:59:15 +0000 2019,1200897102580240384,Sat Nov 30 21:59:15 +0000 2019,Tem prosseguimento a promoção que nunca acaba no Brasil: A #BlackFraude é mais ou menos nessa pisada aí! https://t.co/uxI0TfcZzS
Sat Nov 30 21:52:19 +0000 2019,1200895357607141376,Sat Nov 30 21:52:19 +0000 2019,"#DireitosDoConsumidor!

Pelo menos nos estabelecimentos de 4 bairros em que houve a ação, não foi averiguada nenhuma #BlackFraude!

Da lista com o preço de 500 produtos compilada antes da promoção, 60% entraram em desconto - saiba como foi a iniciativa: https://t.co/0JlMPKslBo"
Sat Nov 30 21:50:44 +0000 2019,1200894960725311493,Sat Nov 30 21:50:44 +0000 2019,Gente sério esse ano o Brasil se superou nos meme da blackfraude
Sat Nov 30 21:45:05 +0000 2019,1200893536234885120,Sat Nov 30 21:45:05 +0000 2019,"@Itaucard fez propaganda de resgate de pontos na Black Friday. Fiz o resgate de três podutos, hoje o resgate de dois foi cancelado! Que ótimo! #BlackFraude"
Sat Nov 30 21:42:43 +0000 2019,1200892940119359493,Sat Nov 30 21:42:43 +0000 2019,tem lojas que as coisas estão mais baratas hoje que ontem!  #BlackFraude #BlackSaturday
Sat Nov 30 21:20:57 +0000 2019,1200887463104974848,Sat Nov 30 21:20:57 +0000 2019,#BlackFraude no site do @pontofrio anuncia promoção de ganhar 8 pontos da @Multiplus por R$1 gasto e mesmo seguindo as instruções do site não aparece no final do pedido o optin pra ganhar os pontos! Liguei pra tentar cancelar o pedido e o número divulgado no site não serve! #lixo
Sat Nov 30 21:10:59 +0000 2019,1200884957813575680,Sat Nov 30 21:10:59 +0000 2019,"O Supermercados Guanabara lançou tendência, agora ele é copiado em qualquer #BlackFraude #blackfridaybrasil https://t.co/7pVwfQ8fEU"
Sat Nov 30 21:05:35 +0000 2019,1200883596514463745,Sat Nov 30 21:05:35 +0000 2019,"Falando no último sextou, @VoeGOLatende , Deus e eu estamos vendo vocês mirando na #BlackFriday e acertando na #BlackFraude. Como? Aumentando bastante o preço de um mesmo voo (exatamente o mesmo) e depois dizendo que tava em promoção. https://t.co/guka61i2f8"
Sat Nov 30 21:01:18 +0000 2019,1200882520423903232,Sat Nov 30 21:01:18 +0000 2019,"Eu chegando na loja para comprar na Black Friday/Eu saindo da loja
.
#BlackFraude #BlackFriday #blackfridaybrasil https://t.co/NWS5xRtF15"
Sat Nov 30 20:51:43 +0000 2019,1200880108887773184,Sat Nov 30 20:51:43 +0000 2019,"Diretamente de Campo Grande
#BlackFraude 
#sabadodetremurasdv https://t.co/adpRvdh4i7"
Sat Nov 30 20:50:14 +0000 2019,1200879735779348480,Sat Nov 30 20:50:14 +0000 2019,Achei meu presente nessa Black Friday. #BlackFraude https://t.co/ckePNQVrnu
Sat Nov 30 20:40:30 +0000 2019,1200877282568617985,Sat Nov 30 20:40:30 +0000 2019,@_pjmfairy Tô zoando amiga essa promoção nem eu perdia você só é contra na #BlackFraude
Sat Nov 30 20:32:36 +0000 2019,1200875296880316420,Sat Nov 30 20:32:36 +0000 2019,"Estão dando TV de 50"" 4k??

Eu quero.

#BlackFridayBrasil 
#BlackFraude"
Sat Nov 30 20:24:17 +0000 2019,1200873204258148352,Sat Nov 30 20:24:17 +0000 2019,"@riachuelo mais #blackfraude

Não estão passando as compras dos clientes com cartão sem ser o da loja ou pagamento em dinheiro, dando a desculpa que o sistema está oscilando!

NOTIFICA @proconalagoas !!!!!"
Sat Nov 30 20:23:55 +0000 2019,1200873110427357184,Sat Nov 30 20:23:55 +0000 2019,"A #BlackFraude pasou e o foco agora éo NATAL, então...
você sabe quais são as principais coisas que você precisa saber antes de comprar um novo celular? Dá uma conferida nesse vídeo:
https://t.co/dR9kHBwVEr"
Sat Nov 30 20:23:29 +0000 2019,1200873000708530182,Sat Nov 30 20:23:29 +0000 2019,@kkillmepls @maiconkusterkkk FAZ VIDEO SOBRE A BLACKFRAUDE E AS TRETAS
Sat Nov 30 20:21:38 +0000 2019,1200872535681880064,Sat Nov 30 20:21:38 +0000 2019,"Dica de hoje! 😘😘
#carnevermelhanao
#consumismo 
#ODia 
#DireitaUnida 
#DireitaSegueDireita 
#AliancaPeloBrasil 
#BlackFraude 
#blackfridaybrasil 
#BrasilContraGilmarMendes https://t.co/cIu81i1gYW"
Sat Nov 30 20:20:47 +0000 2019,1200872323508822018,Sat Nov 30 20:20:47 +0000 2019,"Para meu espanto, fui pagar o IMI, e não tinham a campanha do #BlackFriday 
#BlackFraude"
Sat Nov 30 20:20:18 +0000 2019,1200872202150858753,Sat Nov 30 20:20:18 +0000 2019,"Poxa @magazineluiza essa TV aqui nunca custou R$ 2599,00 o preço normal dela é R$ 1499,00... #BlackFraude #blackfraude2019 https://t.co/4WL2LimEwv"
Sat Nov 30 20:16:11 +0000 2019,1200871165620826112,Sat Nov 30 20:16:11 +0000 2019,Será que a #BlackFraude ops      #BlackFriday realmente funciona no Brasil? Queria saber de algumas pessoas que esperam o ano inteiro pra fazer compras nessa data pra saber se realmente vale a pena.
Sat Nov 30 19:46:05 +0000 2019,1200863590498144256,Sat Nov 30 19:46:05 +0000 2019,"@magazineluiza 
Mas não é de todo mal, às vezes tem uma promoção.

Na vdd sou acostumado com a metade do dobro ou o dobro mesmo na Black Fraude, mas triplicar o preço na promoção, É nova.
#BlackFraude 
29/11/2019 https://t.co/vQGy53PZXg"
Sat Nov 30 19:41:21 +0000 2019,1200862397432565760,Sat Nov 30 19:41:21 +0000 2019,"Desacreditada fiquei eu quando abri meu lanche do bk ontem e tinha só metade da carne, nem comi o 3º KKKKKKKKKKK NOJENTO
#BlackFraude https://t.co/s3hVQR942b"
Sat Nov 30 19:33:14 +0000 2019,1200860355699904513,Sat Nov 30 19:33:14 +0000 2019,"@sigaNetshoes O produto não teve estoque zerado, acompanhei a semana inteira. Isso é apenas uma “desculpa” por isso que eu prefiro a @centauroesporte que é muito transparente nesse sentindo.😌 #BlackFraude #blackfraude2019 @ReclameAQUI @ProconCarioca @ProconRJ"
Sat Nov 30 19:29:03 +0000 2019,1200859302237478912,Sat Nov 30 19:29:03 +0000 2019,@vaidiegovai Eu já tô aqui pensando em como posso usar os dados da hashtag #BlackFraude kkkkkkk
Sat Nov 30 19:18:13 +0000 2019,1200856577072390144,Sat Nov 30 19:18:13 +0000 2019,"Na #BlackFraude do Kanal, paga um e sofrem dois!
#NemAssimLotam #CaiMundiça https://t.co/krf8cm0BfC"
Sat Nov 30 19:15:45 +0000 2019,1200855956436877312,Sat Nov 30 19:15:45 +0000 2019,"Ontem foi diande #BlackFraude baby !!! 
.
.
#BlackFriday #friends #Jadorer 💖 https://t.co/uOBkQkgnYZ"
Sat Nov 30 19:12:37 +0000 2019,1200855165928189958,Sat Nov 30 19:12:37 +0000 2019,@lu_is1331 @BurgerKingBR Querido e eu que passei 4 hrs para comprar e ainda veio faltando um hambúrguer( só olhei quando tava no ônibus). E não sei oq mulesta tinha assando que eu e minha mãe começou a chorar com o olho ardendo. #BlackFraude
Sat Nov 30 19:07:22 +0000 2019,1200853844726632450,Sat Nov 30 19:07:22 +0000 2019,@celsoportiolli Não sabia que as pessoas gostavam tanto de pagar caro nas coisas a ponto de se estapearem na blackfraude kk
Sat Nov 30 18:49:11 +0000 2019,1200849272511614981,Sat Nov 30 18:49:11 +0000 2019,"vai toma no cu, rodei jundiaí inteiro pra comer a porra de um lanche e não consegui, vsf blackfraude"
Sat Nov 30 18:37:54 +0000 2019,1200846430618968066,Sat Nov 30 18:37:54 +0000 2019,um monte de troxa correndo pra pagar o mesmo tanto de sempre na blackfraude https://t.co/9UhdqLw6qr
Sat Nov 30 18:30:47 +0000 2019,1200844639806349313,Sat Nov 30 18:30:47 +0000 2019,"#BlackFraude ..
Quando o frete é  grátis... maaaaaaas os todos os produtos estão indisponíveis para entrega na sua residência ... @oBoticario https://t.co/uZNtyT6CKu"
Sat Nov 30 18:27:04 +0000 2019,1200843703197286401,Sat Nov 30 18:27:04 +0000 2019,"#EURO2020 #GrupoDaMorte? Que sorteio. Quem foi ao Médico neste #NovembroAzul? Não é #BlackFriday, nem #BlackFraude foi o Lançamento do Ep2. da Conversa com Drs. Confira 👇
https://t.co/1hqKOMh8Ft

#euapoiobemyhelp #Saude  #Cancer #Medicina #MedicareForAll #sabadou #MMA2019"
Sat Nov 30 18:25:45 +0000 2019,1200843373692801024,Sat Nov 30 18:25:45 +0000 2019,"@mundodabola #GrupoDaMorte? Que sorteio😬😬😬. Quem foi ao Médico neste #NovembroAzul? Não é #BlackFriday, nem #BlackFraude foi o Lançamento do Ep2. da Conversa com Drs. Confira 👇
https://t.co/1hqKOMh8Ft
#euapoiobemyhelp #Saude  #Cancer #Medicina #MedicareForAll #sabadou #MMA2019"
Sat Nov 30 18:22:42 +0000 2019,1200842604100947968,Sat Nov 30 18:22:42 +0000 2019,Galera que foi lesada pela @123milhas  com o BLACKFRAUDE deles vamos subir a tag #QUEROMINHAPASSAGEM #BLACKFRAUDE123MILHAS
Sat Nov 30 18:03:07 +0000 2019,1200837678071197696,Sat Nov 30 18:03:07 +0000 2019,"Minha nova aquisição, essa daqui NÃO é #BlackFraude essa daqui é #BlackFriday2019. De R$ 149,90 por 37,47. https://t.co/T1LWPw2q7s https://t.co/7zZAOc42EM"
Sat Nov 30 17:58:50 +0000 2019,1200836600911020033,Sat Nov 30 17:58:50 +0000 2019,"Eu na vida!!
#BlackFraude https://t.co/aYfbTocInn"
Sat Nov 30 17:56:23 +0000 2019,1200835982498643968,Sat Nov 30 17:56:23 +0000 2019,"@SGOurgente @SGO24hrs @saogoncalo_RJ @InformeSG @tgoncalense @simsaogoncalo @alertario24hrs @NiteroiInformes @Niteroi_Noticia @NiteroiRadar Não dá pra levar a sério o Brasil, não é @BurgerKingBR !? #BlackFraude"
Sat Nov 30 17:55:06 +0000 2019,1200835659168124928,Sat Nov 30 17:55:06 +0000 2019,O evento de memes do ano deixou de ser o #Showdosatrasados e passou a ser a #BlackFriday #BlackFraude #Blackweek
Sat Nov 30 17:54:39 +0000 2019,1200835547154923520,Sat Nov 30 17:54:39 +0000 2019,Rolezinho de sábado... Vamos ver se sobrou algo da #blackfraude 😭😭😭 https://t.co/nVX8YWP9wR
Sat Nov 30 17:52:23 +0000 2019,1200834975366598657,Sat Nov 30 17:52:23 +0000 2019,"Estou pasmo da quantidade de anúncios de fraude que encontrei ontem na #BlackFriday do @MercadorLivre! Foi uma verdadeira #BlackFraude Lamentável uma plataforma dessa deixar isso acontecer
- Ah mas a compra é garantida.
- E a dor de cabeça pra lidar com o fraudador e sem produto?"
Sat Nov 30 17:48:06 +0000 2019,1200833896872587264,Sat Nov 30 17:48:06 +0000 2019,O brasileiro reclamando das trapaças dos empresários na black Friday é o mesmo brasileiro que estaria trapaceando se fosse empresário. #BlackFraude
Sat Nov 30 17:41:28 +0000 2019,1200832231188635650,Sat Nov 30 17:41:28 +0000 2019,"@ReclameAQUI @americanascom Já começaram a fazer #BlackFraude neh @americanascom , cadê o meu produto? Comprei, esperei o prazo e não recebi nada e nem tem previsão de entrega. Obrigado por me lembrar que a #BlackFraude existe no Brasil!"
Sat Nov 30 17:41:11 +0000 2019,1200832159868694528,Sat Nov 30 17:41:11 +0000 2019,"Imperdível esta promoção da blackfraude, na compra de um procurador bandido leve junto os #FilhosDeJanuarioLadroes e concorra a uma viagem com estadia inclusa no Beach Park  frequentado pelo Deltan, o subchefete da lama jato de Curitiba."
Sat Nov 30 17:37:39 +0000 2019,1200831270403620865,Sat Nov 30 17:37:39 +0000 2019,Quero saber quem é o milionário meu vizinho que tá fazendo churrasco #BlackFraude
Sat Nov 30 17:31:50 +0000 2019,1200829805287157763,Sat Nov 30 17:31:50 +0000 2019,"amiga, ele disse q mudou
#BlackFraude https://t.co/h94Ozx1kOp"
Sat Nov 30 17:28:39 +0000 2019,1200829003805941763,Sat Nov 30 17:28:39 +0000 2019,Pessoal se matando na BlackFraude...Como e fácil de enganar o Povo.         #SabadoDetremuraSDV
Sat Nov 30 17:25:36 +0000 2019,1200828234394472452,Sat Nov 30 17:25:36 +0000 2019,"Quem perdeu o #BlackFraude de ontem, hoje prossegue. Vai ser mais ou menos nessa pisada aí: https://t.co/Ve3VroDH0h"
Sat Nov 30 17:23:28 +0000 2019,1200827697729024001,Sat Nov 30 17:23:28 +0000 2019,"Quem perdeu o #BlackFraude de ontem, hoje prossegue. Vai ser mais ou menos nessa pisada aí:"
Sat Nov 30 17:14:33 +0000 2019,1200825457303851009,Sat Nov 30 17:14:33 +0000 2019,"@andreariell Se os produtos tivessem realmente baratos ainda sim n seria justificável, imagina sendo blackfraude"
Sat Nov 30 17:13:18 +0000 2019,1200825138989678594,Sat Nov 30 17:13:18 +0000 2019,"@quentepergunto Fora as promoções que não existem. É só o clima criado, e a arapuca pros desatentos e ansiosos caírem dentro. #BlackFraude"
Sat Nov 30 17:08:26 +0000 2019,1200823915024723968,Sat Nov 30 17:08:26 +0000 2019,"Falei que não ia gastar 1$ na blackfraude, aí hoje vou lá e gasto tudo que não tenho"
Sat Nov 30 17:07:56 +0000 2019,1200823789640134657,Sat Nov 30 17:07:56 +0000 2019,@vivobr Fiz a recarga e não recebi o bonus #blackfraude
Sat Nov 30 17:05:16 +0000 2019,1200823117565874176,Sat Nov 30 17:05:16 +0000 2019,Black Friday @NEToficial fique 2 dias SEM INTERNET na sua casa. Precisa nem ligar p/ pedir p/ ficar sem @NETatende @ClaroBrasil te deixam sem internet p/ trabalhar e estudar automaticamente. Preciso da p**ra do serviço e NADA. Sem NET dsd sexta de manhã @ReclameAQUI #BlackFraude
Sat Nov 30 17:00:56 +0000 2019,1200822029550858240,Sat Nov 30 17:00:56 +0000 2019,"@lla_gataa Num é? Hoje me perguntaram se eu sobrevivi à #BlackFraude ou se achei algo pra ""comprar na Black Friday"". Mandei a foto de uma embalagem de desodorante leve 2 pague 1 que comprei porque o meu acabou. E é isto, Brasil . ""Se eu não comprar o desconto é maior"" num tem essa?"
Sat Nov 30 16:52:58 +0000 2019,1200820024065310722,Sat Nov 30 16:52:58 +0000 2019,"E a #BlackFraude segue firme em Belém com a @voude99 com corridas 1.5x o preço normal e motorista cancelando pra aumentar o valor, sugiro pegarem táxi mesmo."
Sat Nov 30 16:51:42 +0000 2019,1200819706271277057,Sat Nov 30 16:51:42 +0000 2019,"No Brasil, quando o desconto é real, nao passa de 10% #blackfraude #blackfriday #blackfool #comerciofuleiro"
Sat Nov 30 16:51:04 +0000 2019,1200819543909830656,Sat Nov 30 16:51:04 +0000 2019,"Primeira semana de janeiro&gt;&gt;&gt;&gt;&gt; Black friday
#BlackFraude"
Sat Nov 30 16:46:19 +0000 2019,1200818351985102850,Sat Nov 30 16:46:19 +0000 2019,"@sigaNetshoes O tênis q eu estava acompanhando o preço, aumentou na Blackfraude de vcs!"
Sat Nov 30 16:34:21 +0000 2019,1200815339875033088,Sat Nov 30 16:34:21 +0000 2019,"@celsoportiolli Coisa mais ridícula! Como se houvesse promoção de vdd. Minha mãe foi semana passada no centro e não tinha 150,00 p comprar um aparador. Ontem ele foi na BF e o mesmo aparador estava por 350,00. Essas abestalhadas brigando pra comprar mais caro é de dá nojo! #BlackFraude"
Sat Nov 30 16:26:44 +0000 2019,1200813422054707200,Sat Nov 30 16:26:44 +0000 2019,comprei tudo que queria nessa #blackfraude
Sat Nov 30 16:22:04 +0000 2019,1200812248601640961,Sat Nov 30 16:22:04 +0000 2019,"Mais uma blackfraude sem gastar dinheiro 😎😎😎😎😎😎😎😎
Mas era pq eu nao tinha mesmo heheeheh"
Sat Nov 30 16:15:06 +0000 2019,1200810492786294785,Sat Nov 30 16:15:06 +0000 2019,Melhor do ano !!!BLACK FRAUDE MANAOS #blackfraude https://t.co/0n8B4UrPBL
Sat Nov 30 16:13:09 +0000 2019,1200810004829351936,Sat Nov 30 16:13:09 +0000 2019,"#BlackFraude
O golpe já é antigo, mas parece que popularizou nesse ano.
Abaixa o valor do produto e “revisa” o valor de frete.
Vi uma chaleira elétrica por R$ 28,00 e frete R$ 76,50."
Sat Nov 30 16:09:55 +0000 2019,1200809191000150018,Sat Nov 30 16:09:55 +0000 2019,@thxxsx #BlackFraude versão extreme
Sat Nov 30 16:08:36 +0000 2019,1200808856588296192,Sat Nov 30 16:08:36 +0000 2019,@magazineluiza #BlackFraude só se for kkkkkkkk maior enganação do país. https://t.co/Y36YO6DhCG
Sat Nov 30 16:06:49 +0000 2019,1200808410192785412,Sat Nov 30 16:06:49 +0000 2019,"A #BlackFriday2019 pode até ter acabado, mas, como eu disse, aqui não é #BlackFraude e continuarei com promoções imperdíveis até a Segunda Feira, oportunidade única galera.
Visita lá: https://t.co/WG7OYsKpS8

Só um detalhe, tem cupom escondido em alguns produtos 😉
#Amazon"
Sat Nov 30 16:05:59 +0000 2019,1200808199726804992,Sat Nov 30 16:05:59 +0000 2019,"Legal @MercadoPagoBR, censurando os comentários no Facebook sobre a questão da devolução integral do dinheiro que coloquei no app de vcs. Vão censurar aqui também, ou não dá?
Quero MEU dinheiro de volta, já q vcs não honraram a promoção do #blackfridaybrasil. #BlackFraude"
Sat Nov 30 16:03:14 +0000 2019,1200807506492239872,Sat Nov 30 16:03:14 +0000 2019,"O qual, adivinhem? Estava fora do ar. Ou seja, funcionários sem treinamento e baixo investimento em tecnologia. Propaganda enganosa e mais uma #BlackFraude . @McDonalds_BR"
Sat Nov 30 16:01:12 +0000 2019,1200806997681221633,Sat Nov 30 16:01:12 +0000 2019,A #BlackFraude passou e eu sofri calado
Sat Nov 30 15:59:27 +0000 2019,1200806556155228160,Sat Nov 30 15:59:27 +0000 2019,"todo ano a #BlackFraude é uma putaria só, mas uma coisa que funciona é a galera na fila da Americanas comendo os amendoins, chocolates, batatinha e repassando pra outras pessoas e no final ninguém paga nada KKKKKKKKKK https://t.co/hxDKj6Cu8c"
Sat Nov 30 15:58:06 +0000 2019,1200806214734614529,Sat Nov 30 15:58:06 +0000 2019,"Um monte de brasileiros ""espertos"" comprando HDD de 1TB ""barato"" na #BlackFraude pros seus PC gaymer. Mal sabem que discos ""surveillance"" são destinados à DVR e dão ruim com aplicações desktop..."
Sat Nov 30 15:56:38 +0000 2019,1200805846554480642,Sat Nov 30 15:56:38 +0000 2019,"@MercadoPagoBR @BurgerKingBR @BurguerKingBR Pra te mostrar que não foi aceito, acabei comprando os 6 hambúrgueres por 30 reais👏🏽👏🏽👏🏽 #BlackFraude https://t.co/ABt7Y3KBBM"
Sat Nov 30 15:53:04 +0000 2019,1200804948331634689,Sat Nov 30 15:53:04 +0000 2019,Teve gente que se deu bem nessa black Friday 😅😅😅😅 #BlackFriday2019 #BlackFraude #blackfridaybrasil https://t.co/6gX7mNRNCo
Sat Nov 30 15:52:39 +0000 2019,1200804844098994176,Sat Nov 30 15:52:39 +0000 2019,Cuidado com as propagandas do aplicativo da @magazineluiza algumas são propaganda enganosa. Aparece um preço e quando vc vai pagar eles modificam o valor!!! #magalu #BlackFraude https://t.co/FtRsVhhZ58
Sat Nov 30 15:47:58 +0000 2019,1200803666602668032,Sat Nov 30 15:47:58 +0000 2019,"Todo ano a mesma palhaçada da @zee_dog , faz a BlackFraude , quando abre não tem disponível ou só PP.  Agora as de R$100 tem todas disponível ."
Sat Nov 30 15:37:18 +0000 2019,1200800979878400001,Sat Nov 30 15:37:18 +0000 2019,"saldo dessa #BlackFraude : tomei calote no @iFood (obg por nada aliás) sabe aquela frase ""comida n te decepciona"" pois é, mas a pessoa que faz a comida sim"
Sat Nov 30 15:36:22 +0000 2019,1200800748688355328,Sat Nov 30 15:36:22 +0000 2019,"Experiências ruins com #americanas #unidas #mastercard #surpreenda #burgerking e #McDonalds esses dias. Quando não é #BlackFraude é propaganda enganosa

@MastercardBR @McDonalds_BR @BurgerKingBR @ProconCarioca @ReclameAQUI @UnidasOficial"
Sat Nov 30 15:36:08 +0000 2019,1200800688294580225,Sat Nov 30 15:36:08 +0000 2019,"Pensei que na #BlackFraude eu ia comprar livros, porque ganhei cartão de niver da @Saraiva e da @LivCultura ! Aí um livro da #ColleenHoover que queria, não tinha na Cultura e na Saraiva tava R$45. Na @amazonBR que não tinha voucher tava 20 Conto e no @submarino 23."
Sat Nov 30 15:34:17 +0000 2019,1200800222747791360,Sat Nov 30 15:34:17 +0000 2019,"#BlackFriday2019 #BlackFraude 

comprei tudo que eu queria // chegou a fatura https://t.co/d4SPjZptBE"
Sat Nov 30 15:33:24 +0000 2019,1200800000164466693,Sat Nov 30 15:33:24 +0000 2019,Abro meu lindo Twitter pra relaxar e encontro a @Lojas_Renner explicando o que quer dizer etiqueta amarela?? É assim que se posicionam na crise?? Um belo exemplo do que NÃO fazer em redes sociais! Que vergonha! #BlackFraude #BlackFriday2019 #lojasrenner
Sat Nov 30 15:31:15 +0000 2019,1200799457991942144,Sat Nov 30 15:31:15 +0000 2019,"Quais são as marcas que estão participando da black fraude? para eu passar longe. Ja vi vários relatos nas redes socais de algumas. #blackfridaybrasil #BlackFraude #blackfriday 

O problema do Brasil não são só os políticos."
Sat Nov 30 15:29:42 +0000 2019,1200799070194982918,Sat Nov 30 15:29:42 +0000 2019,"@MercadoPagoBR @Fernanda140704 @BurgerKingBR @BurguerKingBR #BlackFraude sinceramente estou chateado, primeira vez que tentei usar o mercado pago e última!"
Sat Nov 30 15:26:10 +0000 2019,1200798181849743361,Sat Nov 30 15:26:10 +0000 2019,Eu falo que Black Friday no Brasil não existe e é uma piada... #BlackFraude https://t.co/93XpUC7UkL
Sat Nov 30 15:26:05 +0000 2019,1200798160035168257,Sat Nov 30 15:26:05 +0000 2019,A #BlackFraude em seu ápice.. E isso apenas pra um item que eu estava procurando.. #vergonha #BlackFriday2019 https://t.co/vSAwMyfRbD
Sat Nov 30 15:25:44 +0000 2019,1200798068834230272,Sat Nov 30 15:25:44 +0000 2019,"@Jenifer54134385 Mana, várias pessoas se matando ainda por essa #BlackFraude"
Sat Nov 30 15:17:50 +0000 2019,1200796082386681858,Sat Nov 30 15:17:50 +0000 2019,"Coxão mole tava 22 golpes sábado passado, hoje tá 29,90$ na blackfraude"
Sat Nov 30 15:17:03 +0000 2019,1200795885220827138,Sat Nov 30 15:17:03 +0000 2019,Black friday em Cuba ta bombando galera! #BlackFriday2019 #BlackFraude #comunismo #capitalismo #BolsonaroAte2026 #bolsonaro #gilmarmendesimpeachment https://t.co/P5v7TcWFBQ
Sat Nov 30 15:16:57 +0000 2019,1200795862466809856,Sat Nov 30 15:16:57 +0000 2019,"#BlackFriday2019 #BlackFraude

entrando no site // vendo que não tenho dinheiro pra comprar nem com desconto https://t.co/9WUsWFmaF3"
Sat Nov 30 15:13:01 +0000 2019,1200794871042367489,Sat Nov 30 15:13:01 +0000 2019,#blackfraude é a @canalshoptime fazendo anúncio e não cobrindo a oferta https://t.co/G8zlincrmM
Sat Nov 30 15:09:10 +0000 2019,1200793899842834432,Sat Nov 30 15:09:10 +0000 2019,"Esperar horas em uma fila pra dizer que o mercado nn tava pegando, fui em 3 mc's e 2 bk e em todos eles ""o servidor do mercado pago estava fora do ar"", os cara fazem um puta campanha pra atrair pessoas a colocarem dinheiro em um app e não poderem gastar. 

#BKFriday #BlackFraude"
